Rk,Player,Pos,Age,PER,BPM,VORP,WS,PTS,AST,TRB,MP,WLp,SRS,Trade Value,Predicted Trade Value (DecisionTree),Predicted Trade Value (RandomForest),Predicted Trade Value (GradientBoosting)
506,Jericho Sims,PF,23,11.6,-1.7,0,1.5,0.071895425,0.046296296,0.278911565,0.196238049,0.573,2.99,-0.840238752,-0.772065661,-0.834169887,-0.884771298
387,Moses Moody,SG,19,10.5,-2.5,-0.1,1.3,0.14379085,0.037037037,0.102040816,0.213627546,0.537,1.66,-0.814050691,-0.685939546,-0.839514156,-0.887491877
95,Jevon Carter,PG,26,10.45,-1.6,0,0.55,0.150326797,0.162037037,0.12585034,0.161199252,0.628,2.32,-0.992210214,-0.89356616,-0.84896072,-0.882946936
160,CJ Elleby,SF,21,9.2,-5.3,-1,0.4,0.189542484,0.138888889,0.265306122,0.412983234,0.402,-3.96,-1.051625765,-0.711712444,-0.854526704,-0.83757141
103,Marquese Chriss,PF,24,14.8,-3.8,-0.2,0.8,0.147058824,0.046296296,0.204081633,0.122696411,0.463,-0.14,-0.982560835,-0.82648086,-0.857920262,-0.821814912
229,Sam Hauser,SF,24,14.8,2.3,0.2,0.6,0.081699346,0.037037037,0.074829932,0.056152141,0.695,6.38,-0.808432931,-1.026908273,-0.872223589,-0.770201387
153,Kris Dunn,PG,27,12.5,-5.4,-0.3,0.2,0.248366013,0.518518519,0.238095238,0.124012748,0.402,-3.96,-0.934884921,-1.075936241,-0.873780014,-0.886783616
287,Keon Johnson,SG,19,8.5,-6,-0.6,-0.5,0.316993464,0.268518519,0.183673469,0.202819731,0.402,-3.96,-1.074519187,-0.613184223,-0.874614169,-0.992367422
202,Hassani Gravett,PG,25,10.1,-2.3,0,0.3,0.205882353,0.231481481,0.176870748,0.065955383,0.415,-2.39,-1.001065957,-0.962801085,-0.875325213,-0.917462706
86,Jared Butler,SG,21,12.1,-1.6,0,0.4,0.124183007,0.138888889,0.074829932,0.126991825,0.451,-1.03,-0.896073209,-0.750718699,-0.879158361,-0.873324422
568,Duane Washington Jr.,PG,21,10.2,-4.7,-0.7,0,0.323529412,0.166666667,0.115646259,0.341623943,0.427,-2.91,-0.969498539,-0.773494005,-0.882891286,-0.870273879
344,Théo Maledon,PG,20,10.6,-4.4,-0.6,0.3,0.232026144,0.203703704,0.176870748,0.320008314,0.488,0.96,-0.906064569,-0.973150906,-0.885131057,-0.863672314
357,Wesley Matthews,SG,35,6.9,-3.3,-0.3,1.2,0.166666667,0.064814815,0.129251701,0.353470971,0.707,3.61,-1.283497281,-0.811465941,-0.88566801,-0.858603757
536,Matt Thomas,SG,27,9.9,-2.6,-0.1,0.6,0.130718954,0.046296296,0.088435374,0.162290425,0.488,1.37,-1.160840121,-0.902491279,-0.886175345,-0.928144341
92,Devin Cannady,PG,25,8.6,-3.2,0,0.1,0.326797386,0.185185185,0.081632653,0.059581544,0.415,-2.39,-1.069540773,-0.835855536,-0.88644642,-0.905005051
10,Justin Anderson,SF,28,10.3,-3.3,-0.1,0.2,0.222222222,0.194444444,0.210884354,0.099660524,0.427,-2.91,-1.129814559,-0.991856454,-0.889121665,-0.929806897
330,Kira Lewis Jr.,PG,20,9.8,-4,-0.2,-0.1,0.192810458,0.185185185,0.108843537,0.122350007,0.512,1.63,-1.051327743,-0.860142212,-0.889472072,-0.971534309
342,Timothé Luwawu-Cabarrot,SF,26,9.3,-3.3,-0.2,0.9,0.14379085,0.074074074,0.108843537,0.24116669,0.5,0.32,-1.087177474,-0.802114607,-0.889514908,-0.857056613
334,Isaiah Livers,SF,23,11.1,-1.5,0,0.7,0.209150327,0.101851852,0.204081633,0.138977414,0.207,-7.73,-0.873818034,-0.85067075,-0.891082001,-0.805618203
421,Josh Okogie,SG,23,9,-2.7,-0.1,0.7,0.088235294,0.046296296,0.095238095,0.181689067,0.512,-0.22,-1.091871428,-0.902491279,-0.895533784,-0.947733148
252,Danuel House Jr.,SF,28,9.65,-2.2,0.1,0.55,0.189542484,0.101851852,0.183673469,0.13062907,0.3595,-4.325,-1.093036301,-0.953573638,-0.896178927,-0.888551593
271,Josh Jackson,SF,24,9.9,-3.7,-0.3,0.2,0.232026144,0.12037037,0.217687075,0.250484966,0.207,-7.73,-1.049772909,-0.780764916,-0.896643849,-0.786549372
100,Justin Champagnie,SF,20,13.6,-2,0,0.8,0.075163399,0.027777778,0.136054422,0.09934876,0.5,1.59,-0.89216716,-1.355314034,-0.896683614,-0.834645488
505,Zavier Simpson,PG,24,7.7,-7.9,-0.3,-0.1,0.359477124,0.694444444,0.360544218,0.074650132,0.488,0.96,-0.964795653,-0.831192776,-0.902537553,-0.88259909
394,Markieff Morris,PF,32,10.9,-1.9,0,0.3,0.248366013,0.12962963,0.176870748,0.108597755,0.537,-0.13,-1.152650645,-0.876840469,-0.903738291,-0.821003244
219,Maurice Harkless,SF,28,7.7,-3.3,-0.3,0.5,0.150326797,0.046296296,0.163265306,0.304627962,0.585,2.3,-1.226170317,-0.958539199,-0.905289232,-0.91518787
13,Thanasis Antetokounmpo,SF,29,12.5,-3.5,-0.2,0.9,0.117647059,0.046296296,0.142857143,0.166585839,0.707,3.61,-1.147935516,-0.976916638,-0.907193429,-0.905737447
452,Michael Porter Jr.,SF,23,7.5,-3.5,-0.1,-0.2,0.323529412,0.175925926,0.448979592,0.101288624,0.646,3.04,-1.063033237,-0.835855536,-0.909285233,-0.914402353
246,Justin Holiday,SG,32,7.9,-3.4,-0.2,0,0.27124183,0.138888889,0.149659864,0.230220313,0.585,2.3,-1.287983157,-0.836607883,-0.917677458,-0.847351458
158,Kessler Edwards,SF,21,8.3,-3.8,-0.5,0.6,0.192810458,0.055555556,0.244897959,0.348344187,0.549,1.03,-1.004294253,-1.02201545,-0.92405037,-0.846696604
186,Usman Garuba,PF,19,12.9,-0.9,0.1,0.5,0.065359477,0.064814815,0.238095238,0.085908272,0.268,-7.62,-0.851099941,-0.966198132,-0.927713222,-0.929634392
19,D.J. Augustin,PG,34,9.7,-3.45,-0.2,0.4,0.174836601,0.175925926,0.085034014,0.157925731,0.396,-3.595,-1.314268832,-0.860142212,-0.930172915,-0.919797196
445,Theo Pinson,SF,26,11.9,-0.5,0.1,0.4,0.081699346,0.083333333,0.074829932,0.053276985,0.463,-0.14,-1.06235025,-0.933791697,-0.932855261,-0.95538903
75,Greg Brown III,SF,20,11,-4.7,-0.4,0.4,0.153594771,0.064814815,0.19047619,0.225613136,0.402,-3.96,-1.04083571,-0.903023323,-0.938011715,-0.985083459
45,Dāvis Bertāns,PF,29,9.75,-2.2,-0.05,0.45,0.179738562,0.055555556,0.146258503,0.144034918,0.445,-0.6,-1.179240867,-0.914580555,-0.939014654,-0.884241385
105,Gary Clark,PF,27,11.4,0.1,0.2,0.7,0.088235294,0.046296296,0.163265306,0.133677428,0.512,1.63,-0.993480031,-0.877047416,-0.943829737,-0.921362315
148,PJ Dozier,SG,25,8.7,-2,0,0.3,0.176470588,0.148148148,0.238095238,0.123631703,0.646,3.04,-1.060842342,-0.896788367,-0.945742688,-0.907567666
561,Ish Wainright,PF,27,9.4,-2,0,0.6,0.078431373,0.027777778,0.081632653,0.126437578,0.549,2.08,-1.198554247,-0.871050071,-0.954527984,-0.983010389
65,Ignas Brazdeikis,SF,23,10.2,-4.3,-0.3,0.5,0.163398693,0.083333333,0.115646259,0.189413884,0.415,-2.39,-1.102086418,-0.954372767,-0.960403038,-0.959212139
180,Wenyen Gabriel,PF,24,13.1,-5.7,-0.3,0.6,0.218954248,0.055555556,0.292517007,0.112719967,0.524,0.43,-1.088004539,-0.879613086,-0.960800066,-0.967591935
424,KZ Okpala,PF,22,10.4,-2.8,-0.1,0.5,0.120915033,0.064814815,0.136054422,0.087848136,0.537,-0.13,-1.068086056,-0.930883531,-0.963910816,-0.990449946
