Player,Pos,Rk,Age,G,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MP
Julian Champagnie,SF,87.0,21.0,0.18292682926829265,0.036144578313253,0.33035714285714285,0.3626126126126126,0.4575,0.4183673469387754,0.4473684210526315,0.40449999999999997,0.15238095238095234,0.16573033707865165,0.5475000000000001,0.5854999999999999,0.08499999999999999,0.0853658536585365,0.824,0.12745098039215685,0.32291666666666663,0.30000000000000004,0.060747663551401807,0.1166666666666666,0.0999999999999999,0.1585365853658536,0.31999999999999995,0.3126888217522658,13.600000000000001,0.6045,0.632,0.132,3.3499999999999996,17.9,10.35,4.55,0.8500000000000001,1.3,7.45,19.25,0.3,0.1,0.4,0.064,-0.44999999999999996,-2.7,-3.15,-0.1,0.11157273000300325
Kennedy Chandler,PG,89.0,20.0,0.4268292682926829,0.0,0.0892857142857142,0.1036036036036036,0.422,0.0204081632653061,0.0350877192982456,0.133,0.0857142857142857,0.1067415730337078,0.485,0.434,0.02,0.032520325203252,0.462,0.0588235294117647,0.0833333333333333,0.088,0.1495327102803738,0.0999999999999999,0.0333333333333333,0.1219512195121951,0.08,0.066465256797583,10.6,0.44,0.181,0.157,3.4,10.9,7.2,26.4,2.0,1.6,16.9,15.8,-0.1,0.4,0.3,0.044,-3.3,0.6,-2.7,0.0,0.0957052758033837
Max Christie,SG,90.0,19.0,0.4878048780487805,0.036144578313253,0.0982142857142857,0.1171171171171171,0.415,0.1224489795918367,0.131578947368421,0.419,0.0380952380952381,0.0617977528089887,0.409,0.538,0.03,0.032520325203252,0.875,0.0392156862745098,0.1770833333333333,0.144,0.0467289719626168,0.0666666666666666,0.0666666666666666,0.073170731707317,0.16,0.093655589123867,7.4,0.566,0.585,0.151,1.5,13.8,7.8,5.1,0.8,1.2,10.3,10.4,0.1,0.5,0.6,0.058,-3.2,0.0,-3.1,-0.1,0.1743584609737377
Josh Christopher,SG,91.0,21.0,0.7682926829268293,0.0240963855421686,0.2142857142857143,0.2297297297297297,0.465,0.0612244897959183,0.1228070175438596,0.236,0.2,0.2134831460674157,0.55,0.497,0.0699999999999999,0.073170731707317,0.75,0.0588235294117647,0.0833333333333333,0.088,0.102803738317757,0.1666666666666666,0.0666666666666666,0.2195121951219512,0.18,0.175226586102719,11.5,0.523,0.271,0.182,2.8,7.2,5.0,14.3,2.0,1.9,14.4,21.9,-0.3,0.3,0.0,-0.001,-3.0,-1.4,-4.3,-0.5,0.2657256315280141
Brandon Clarke,PF,92.0,26.0,0.6707317073170732,0.0963855421686747,0.3660714285714285,0.2792792792792793,0.656,0.0,0.0087719298245614,0.167,0.3904761904761904,0.3426966292134831,0.665,0.658,0.18,0.1951219512195121,0.723,0.3137254901960785,0.40625,0.44,0.1214953271028037,0.1999999999999999,0.2333333333333333,0.2439024390243902,0.4599999999999999,0.3021148036253776,20.0,0.682,0.017,0.393,9.0,21.2,15.1,9.5,1.5,3.1,11.8,17.7,2.7,1.8,4.5,0.199,0.8,1.8,2.5,1.3,0.3695731971835686
Amir Coffey,SF,95.0,25.0,0.5975609756097561,0.108433734939759,0.0982142857142857,0.1306306306306306,0.386,0.0408163265306122,0.0701754385964912,0.275,0.0857142857142857,0.1179775280898876,0.429,0.424,0.1,0.1056910569105691,0.778,0.0588235294117647,0.0729166666666666,0.088,0.102803738317757,0.0333333333333333,0.0333333333333333,0.0975609756097561,0.2,0.1027190332326283,7.0,0.498,0.276,0.434,3.1,6.4,4.7,11.2,0.5,0.7,10.8,13.5,0.1,0.3,0.4,0.033,-4.3,-0.7,-5.0,-0.5,0.212066606600594
Pat Connaughton,SF,100.0,30.0,0.7317073170731707,0.3975903614457831,0.2410714285714286,0.3108108108108108,0.392,0.3673469387755101,0.4649122807017543,0.339,0.0857142857142857,0.0898876404494382,0.566,0.521,0.04,0.056910569105691,0.659,0.1568627450980392,0.3958333333333333,0.368,0.1214953271028037,0.1999999999999999,0.0666666666666666,0.1219512195121951,0.22,0.2296072507552869,10.0,0.531,0.765,0.097,3.8,16.2,10.2,6.9,1.2,0.6,7.0,13.8,0.7,1.8,2.5,0.085,-1.3,0.3,-1.0,0.3,0.4887709814128875
Robert Covington,PF,102.0,32.0,0.573170731707317,0.0,0.1875,0.2162162162162162,0.445,0.2244897959183673,0.2456140350877192,0.397,0.0952380952380952,0.1067415730337078,0.516,0.563,0.06,0.065040650406504,0.75,0.1176470588235294,0.2916666666666667,0.28,0.1121495327102803,0.2666666666666666,0.2333333333333333,0.1707317073170731,0.36,0.1812688821752265,14.2,0.584,0.594,0.175,4.5,19.2,11.9,10.2,2.4,3.7,11.5,15.6,0.7,1.2,1.9,0.117,-0.5,2.1,1.7,0.7,0.2646911602763039
Torrey Craig,PF,103.0,32.0,0.951219512195122,0.7228915662650602,0.2589285714285714,0.2837837837837837,0.456,0.2653061224489796,0.2807017543859649,0.395,0.1523809523809524,0.1741573033707865,0.518,0.556,0.04,0.048780487804878,0.711,0.3529411764705882,0.375,0.432,0.1401869158878504,0.1999999999999999,0.2666666666666666,0.2195121951219512,0.4599999999999999,0.2235649546827794,11.6,0.566,0.506,0.09,8.1,16.3,12.1,7.9,1.3,2.9,12.3,13.0,1.5,2.5,4.0,0.098,-1.3,0.7,-0.6,0.7,0.6576233857242968
Jae Crowder,PF,104.0,32.0,0.2073170731707317,0.036144578313253,0.2232142857142857,0.2342342342342342,0.479,0.2653061224489796,0.2719298245614035,0.436,0.1142857142857142,0.1235955056179775,0.538,0.606,0.06,0.056910569105691,0.833,0.1764705882352941,0.3020833333333333,0.304,0.1401869158878504,0.2333333333333333,0.0999999999999999,0.0975609756097561,0.3,0.2084592145015106,14.6,0.624,0.585,0.128,5.4,15.3,10.6,10.6,1.7,1.4,6.6,13.2,0.7,0.5,1.2,0.165,0.1,1.1,1.2,0.3,0.1190976741081856
Jarrett Culver,SF,105.0,23.0,0.1097560975609756,0.0120481927710843,0.1517857142857143,0.1936936936936936,0.395,0.0204081632653061,0.1052631578947368,0.083,0.1523809523809524,0.1741573033707865,0.516,0.407,0.09,0.1056910569105691,0.692,0.196078431372549,0.2916666666666667,0.304,0.0560747663551401,0.1999999999999999,0.0666666666666666,0.1707317073170731,0.2799999999999999,0.1329305135951661,9.5,0.452,0.279,0.302,7.9,22.6,15.2,5.5,2.1,1.2,12.6,17.1,-0.1,0.2,0.0,0.014,-4.8,0.6,-4.2,-0.1,0.0496212500417125
Seth Curry,SG,107.0,32.0,0.7317073170731707,0.0843373493975903,0.3035714285714286,0.3333333333333333,0.463,0.3061224489795918,0.3333333333333333,0.405,0.1809523809523809,0.2022471910112359,0.525,0.568,0.08,0.073170731707317,0.927,0.0392156862745098,0.1458333333333333,0.128,0.1495327102803738,0.1999999999999999,0.0333333333333333,0.1951219512195122,0.32,0.2779456193353474,12.3,0.593,0.517,0.122,1.2,7.9,4.6,11.9,1.5,0.5,9.7,19.2,0.9,0.9,1.8,0.07,-1.2,-0.9,-2.1,0.0,0.4100844262021557
Dyson Daniels,PG,109.0,19.0,0.7073170731707317,0.1325301204819277,0.1339285714285714,0.1576576576576576,0.418,0.1020408163265306,0.131578947368421,0.314,0.0952380952380952,0.1179775280898876,0.492,0.483,0.04,0.056910569105691,0.65,0.1176470588235294,0.2708333333333333,0.256,0.2149532710280373,0.2333333333333333,0.0666666666666666,0.2439024390243902,0.3399999999999999,0.1148036253776434,8.8,0.503,0.413,0.192,3.9,16.5,10.2,16.4,2.0,1.0,20.2,11.6,-0.1,1.4,1.3,0.061,-3.4,1.6,-1.8,0.0,0.3529549170754497
Johnny Davis,SG,111.0,20.0,0.3292682926829268,0.0602409638554216,0.2142857142857143,0.2747747747747747,0.386,0.1224489795918367,0.219298245614035,0.243,0.1714285714285714,0.2022471910112359,0.485,0.436,0.05,0.08130081300813,0.519,0.0784313725490196,0.2083333333333333,0.184,0.0934579439252336,0.1333333333333333,0.0999999999999999,0.1463414634146341,0.3399999999999999,0.175226586102719,7.2,0.446,0.409,0.158,2.7,13.9,8.5,9.2,1.2,1.6,8.5,20.5,-0.6,0.3,-0.3,-0.033,-5.8,-1.7,-7.4,-0.6,0.1455267460873627
Terence Davis,SG,112.0,25.0,0.7682926829268293,0.0602409638554216,0.2142857142857143,0.2567567567567568,0.423,0.2857142857142857,0.3333333333333333,0.366,0.0952380952380952,0.1067415730337078,0.537,0.545,0.05,0.056910569105691,0.791,0.0588235294117647,0.1979166666666666,0.176,0.0934579439252336,0.2333333333333333,0.0666666666666666,0.1951219512195122,0.32,0.202416918429003,12.9,0.563,0.668,0.118,2.7,16.1,9.4,11.1,2.4,1.2,12.2,22.2,0.0,0.9,0.9,0.054,-1.3,-0.3,-1.5,0.1,0.284346114058798
JD Davison,SG,113.0,20.0,0.1341463414634146,0.0,0.0625,0.072072072072072,0.421,0.0408163265306122,0.0526315789473684,0.286,0.0476190476190476,0.0561797752808988,0.5,0.474,0.01,0.016260162601626,0.5,0.0392156862745098,0.0625,0.064,0.0841121495327102,0.0666666666666666,0.0666666666666666,0.073170731707317,0.08,0.0483383685800604,10.1,0.478,0.368,0.105,3.4,11.4,7.4,22.4,1.5,2.6,16.8,15.8,0.0,0.1,0.1,0.059,-4.5,0.4,-4.2,0.0,0.0231921780625354
Darius Days,SF,114.0,23.0,0.0365853658536585,0.0,0.1160714285714285,0.1351351351351351,0.417,0.1632653061224489,0.219298245614035,0.3,0.0476190476190476,0.0280898876404494,1.0,0.542,0.05,0.040650406504065,1.0,0.0588235294117647,0.1354166666666666,0.12,0.02803738317757,0.0,0.0999999999999999,0.0,0.1,0.1148036253776434,18.3,0.582,0.833,0.167,4.3,22.2,13.2,6.2,0.0,3.9,0.0,21.4,0.1,0.0,0.1,0.156,4.7,-1.2,3.5,0.0,0.0097774218306804
Dewayne Dedmon,C,115.0,33.0,0.4024390243902438,0.00602409638554215,0.18303571428571425,0.18693693693693691,0.503,0.07142857142857134,0.0964912280701754,0.3025,0.16666666666666666,0.1685393258426966,0.578,0.5445,0.1,0.1138211382113821,0.7,0.1764705882352941,0.27604166666666663,0.28400000000000003,0.05607476635514015,0.0666666666666666,0.1666666666666666,0.1585365853658536,0.4,0.16465256797583075,15.55,0.5765,0.27249999999999996,0.333,9.1,28.200000000000003,18.35,8.4,1.05,4.25,12.05,20.9,0.3,0.6,0.9,0.115,-2.5,0.8,-1.7000000000000002,0.0,0.1326292254813628
Matthew Dellavedova,PG,116.0,32.0,0.3780487804878049,0.0,0.0446428571428571,0.072072072072072,0.34,0.0612244897959183,0.0701754385964912,0.333,0.0285714285714285,0.0393258426966292,0.348,0.43,0.01,0.016260162601626,0.571,0.0,0.0416666666666666,0.032,0.1214953271028037,0.0666666666666666,0.0,0.073170731707317,0.12,0.0453172205438066,6.7,0.443,0.54,0.14,0.5,6.4,3.5,23.4,1.6,0.0,15.9,12.7,0.0,0.1,0.1,0.021,-4.4,-0.8,-5.2,-0.2,0.0726465779023592
Moussa Diabaté,C,118.0,21.0,0.2560975609756097,0.0120481927710843,0.0982142857142857,0.0945945945945946,0.511,0.0,0.0087719298245614,0.5,0.0952380952380952,0.1123595505617977,0.511,0.521,0.05,0.056910569105691,0.625,0.2745098039215686,0.09375,0.184,0.0186915887850467,0.0999999999999999,0.1333333333333333,0.0975609756097561,0.1399999999999999,0.0815709969788519,14.2,0.546,0.043,0.34,18.0,10.8,14.4,2.8,1.8,3.6,14.3,14.1,0.2,0.2,0.4,0.105,-1.9,-0.8,-2.8,0.0,0.0673741115226749
Mamadi Diakite,C,119.0,26.0,0.2560975609756097,0.0240963855421686,0.0982142857142857,0.1036036036036036,0.48,0.0612244897959183,0.087719298245614,0.333,0.0761904761904762,0.0730337078651685,0.586,0.55,0.01,0.008130081300813,1.0,0.0784313725490196,0.1041666666666666,0.1119999999999999,0.0373831775700934,0.0666666666666666,0.1333333333333333,0.1219512195121951,0.24,0.0785498489425981,9.0,0.56,0.42,0.04,5.4,14.7,10.0,6.3,1.1,4.7,19.1,16.0,-0.1,0.3,0.2,0.051,-4.9,1.6,-3.4,-0.1,0.0607334734875029
Hamidou Diallo,SF,120.0,24.0,0.6707317073170732,0.0,0.3392857142857143,0.3018018018018018,0.573,0.0204081632653061,0.0350877192982456,0.238,0.3619047619047619,0.3539325842696629,0.593,0.58,0.16,0.2113821138211382,0.588,0.196078431372549,0.25,0.28,0.0934579439252336,0.3,0.0999999999999999,0.3170731707317074,0.44,0.2809667673716012,15.7,0.593,0.056,0.395,6.2,15.7,10.8,9.2,2.6,1.4,13.9,21.8,0.4,0.9,1.3,0.063,-1.8,0.4,-1.4,0.1,0.3376380685420629
Gorgui Dieng,C,121.0,33.0,0.3658536585365853,0.0120481927710843,0.1339285714285714,0.1711711711711711,0.385,0.1428571428571428,0.2105263157894736,0.28,0.0761904761904762,0.0786516853932584,0.571,0.474,0.03,0.032520325203252,0.769,0.1764705882352941,0.2708333333333333,0.28,0.1588785046728972,0.0333333333333333,0.1666666666666666,0.2439024390243902,0.36,0.1178247734138972,9.9,0.493,0.641,0.111,7.9,25.4,16.3,19.4,0.5,3.2,20.7,17.9,-0.2,0.2,0.0,0.001,-4.0,0.1,-3.9,-0.2,0.122634898388227
Ousmane Dieng,PF,122.0,19.0,0.4634146341463415,0.0120481927710843,0.1696428571428571,0.2072072072072072,0.42,0.1428571428571428,0.219298245614035,0.265,0.1238095238095238,0.1179775280898876,0.602,0.492,0.04,0.048780487804878,0.652,0.0980392156862745,0.2291666666666666,0.216,0.1121495327102803,0.1333333333333333,0.0666666666666666,0.1707317073170731,0.22,0.148036253776435,9.3,0.505,0.541,0.127,3.5,16.5,9.9,10.7,1.2,1.1,12.0,15.9,-0.1,0.6,0.4,0.038,-3.1,-0.5,-3.6,-0.2,0.1940801548369873
Ayo Dosunmu,SG,128.0,23.0,0.9634146341463414,0.6144578313253012,0.3125,0.3198198198198198,0.493,0.1428571428571428,0.2105263157894736,0.312,0.2666666666666666,0.2696629213483146,0.583,0.545,0.08,0.08130081300813,0.805,0.1176470588235294,0.2291666666666666,0.2239999999999999,0.2429906542056075,0.2666666666666666,0.0999999999999999,0.2926829268292683,0.4599999999999999,0.2598187311178248,10.2,0.567,0.332,0.144,2.5,9.3,5.9,13.2,1.4,1.2,14.0,14.9,0.7,2.2,2.9,0.067,-3.0,0.6,-2.5,-0.2,0.7081789968965863
Jeff Dowtin,PG,130.0,25.0,0.2926829268292683,0.0,0.0892857142857142,0.1036036036036036,0.439,0.0408163265306122,0.0526315789473684,0.313,0.0761904761904762,0.0898876404494382,0.488,0.482,0.02,0.032520325203252,0.667,0.0392156862745098,0.0729166666666666,0.072,0.1121495327102803,0.1333333333333333,0.0333333333333333,0.048780487804878,0.1,0.0725075528700906,9.9,0.5,0.281,0.158,2.4,8.0,5.0,15.5,1.7,1.1,7.6,10.9,0.2,0.2,0.4,0.076,-2.8,0.9,-1.9,0.0,0.0892314879701004
Goran Dragić,PG,132.0,36.0,0.4593495934959349,0.0,0.20535714285714282,0.2522522522522522,0.4116666666666666,0.19047619047619038,0.21637426900584786,0.37433333333333335,0.13015873015873014,0.17602996254681638,0.4386666666666667,0.49499999999999994,0.05333333333333334,0.059620596205962,0.7826666666666666,0.065359477124183,0.12152777777777773,0.11999999999999994,0.21806853582554517,0.0777777777777777,0.0222222222222222,0.2601626016260163,0.17333333333333334,0.18429003021148035,10.633333333333333,0.5146666666666667,0.4443333333333333,0.12733333333333333,2.6333333333333333,9.0,5.8999999999999995,23.066666666666666,0.8666666666666666,0.3,15.233333333333334,21.599999999999998,-0.16666666666666666,0.4666666666666666,0.3,0.028333333333333332,-2.1666666666666665,-2.1,-4.266666666666667,-0.26666666666666666,0.19758400907665094
Chris Duarte,SF,134.0,25.0,0.5487804878048781,0.144578313253012,0.2410714285714286,0.3243243243243243,0.369,0.2448979591836734,0.3333333333333333,0.316,0.1428571428571428,0.196629213483146,0.428,0.452,0.13,0.1300813008130081,0.847,0.0784313725490196,0.21875,0.2,0.1308411214953271,0.1666666666666666,0.0666666666666666,0.2195121951219512,0.2799999999999999,0.2386706948640483,8.6,0.496,0.523,0.216,2.4,11.9,7.1,9.7,1.3,0.9,10.1,19.0,-0.5,0.4,0.0,-0.003,-2.9,-1.6,-4.5,-0.6,0.3051690192545133
David Duke Jr.,SG,135.0,23.0,0.2682926829268293,0.0,0.1428571428571428,0.1531531531531531,0.462,0.0,0.043859649122807,0.083,0.1428571428571428,0.1629213483146067,0.53,0.468,0.05,0.056910569105691,0.706,0.0980392156862745,0.0833333333333333,0.104,0.0841121495327102,0.1333333333333333,0.0,0.1951219512195122,0.26,0.1117824773413897,8.3,0.497,0.154,0.218,5.5,8.7,7.1,13.1,2.1,0.4,17.4,20.1,-0.3,0.2,-0.1,-0.011,-6.3,-1.0,-7.3,-0.3,0.0787199252511095
Kessler Edwards,SF,141.0,22.0,0.28048780487804875,0.03212851405622486,0.0833333333333333,0.11111111111111106,0.35733333333333334,0.08843537414965984,0.12865497076023388,0.27499999999999997,0.04761904761904756,0.059925093632958726,0.47,0.43766666666666665,0.03,0.029810298102981,0.6673333333333332,0.1176470588235294,0.10763888888888885,0.128,0.05295950155763233,0.12222222222222216,0.0555555555555555,0.08943089430894306,0.19999999999999996,0.07854984894259813,6.933333333333334,0.4573333333333333,0.5713333333333334,0.144,7.333333333333333,11.1,9.266666666666667,6.3999999999999995,1.7666666666666666,1.3,12.066666666666668,13.533333333333331,0.03333333333333333,0.19999999999999998,0.26666666666666666,0.009333333333333332,-4.066666666666666,-1.2666666666666668,-5.366666666666667,-0.13333333333333333,0.08834162022669377
Keon Ellis,SG,142.0,23.0,0.1829268292682926,0.0,0.0357142857142857,0.045045045045045,0.438,0.0816326530612244,0.0701754385964912,0.5,0.0095238095238095,0.0168539325842696,0.25,0.625,0.03,0.032520325203252,0.571,0.0588235294117647,0.03125,0.04,0.0373831775700934,0.0999999999999999,0.0333333333333333,0.024390243902439,0.12,0.0453172205438066,14.0,0.629,0.75,0.438,6.5,6.4,6.4,10.5,3.4,1.2,5.0,12.1,0.2,0.1,0.2,0.162,-0.1,1.4,1.3,0.1,0.0244936096372676
Bruno Fernando,C,145.0,24.0,0.0853658536585365,0.0,0.125,0.1081081081081081,0.579,0.0,0.0350877192982456,0.0,0.1333333333333333,0.1123595505617977,0.688,0.579,0.06,0.065040650406504,0.833,0.1568627450980392,0.1145833333333333,0.152,0.0093457943925233,0.0,0.1333333333333333,0.1463414634146341,0.16,0.1027190332326283,20.1,0.624,0.158,0.316,15.8,24.3,20.0,3.7,0.0,6.2,18.8,27.3,0.0,0.0,0.1,0.086,-2.6,-2.4,-5.0,0.0,0.0147161878065872
Dorian Finney-Smith,PF,146.0,29.0,0.524390243902439,0.5301204819277109,0.26190476190476186,0.3408408408408408,0.38599999999999995,0.34013605442176864,0.4444444444444444,0.33266666666666667,0.11746031746031739,0.14044943820224712,0.49700000000000005,0.4976666666666667,0.06999999999999997,0.070460704607046,0.7673333333333333,0.3398692810457516,0.3194444444444445,0.38400000000000006,0.1433021806853582,0.27777777777777773,0.1777777777777777,0.22764227642276422,0.4466666666666667,0.24773413897280963,8.966666666666667,0.5153333333333333,0.6696666666666666,0.11533333333333333,6.666666666666667,11.633333333333333,9.166666666666666,6.8,1.3666666666666665,1.6333333333333335,10.633333333333333,13.299999999999999,0.3666666666666667,1.0666666666666667,1.4000000000000001,0.04766666666666666,-1.9666666666666668,-0.3,-2.266666666666667,0.0,0.45631305547213047
Malachi Flynn,PG,147.0,24.0,0.6341463414634146,0.0240963855421686,0.1428571428571428,0.2072072072072072,0.36,0.183673469387755,0.219298245614035,0.353,0.0761904761904762,0.1179775280898876,0.367,0.457,0.05,0.048780487804878,0.758,0.0588235294117647,0.125,0.1119999999999999,0.1214953271028037,0.1333333333333333,0.0333333333333333,0.1219512195121951,0.24,0.1389728096676737,8.7,0.479,0.55,0.136,2.3,10.8,6.2,13.7,1.5,0.6,8.9,17.4,0.0,0.5,0.5,0.034,-3.3,-0.8,-4.1,-0.4,0.2342576834517969
Simone Fontecchio,SF,148.0,27.0,0.6219512195121951,0.072289156626506,0.1964285714285714,0.2702702702702703,0.369,0.2448979591836734,0.3245614035087719,0.33,0.0952380952380952,0.1292134831460674,0.43,0.47,0.0699999999999999,0.065040650406504,0.795,0.1176470588235294,0.1145833333333333,0.136,0.0747663551401869,0.0999999999999999,0.0666666666666666,0.1951219512195122,0.24,0.1903323262839879,8.0,0.495,0.612,0.141,4.4,7.7,6.1,7.5,0.9,0.9,10.5,20.2,-0.4,0.3,-0.1,-0.004,-3.0,-2.1,-5.2,-0.6,0.2598525044215304
Bryn Forbes,SG,149.0,29.0,0.2926829268292683,0.0,0.1071428571428571,0.1486486486486486,0.361,0.1224489795918367,0.1578947368421052,0.304,0.0571428571428571,0.0842696629213483,0.432,0.446,0.06,0.048780487804878,1.0,0.0392156862745098,0.0416666666666666,0.048,0.0654205607476635,0.0999999999999999,0.0333333333333333,0.1219512195121951,0.18,0.1087613293051359,6.2,0.497,0.554,0.181,1.7,4.5,3.1,8.2,1.2,0.7,11.8,16.2,-0.2,0.2,0.0,0.0,-4.8,-1.5,-6.3,-0.3,0.0923349017252311
Trent Forrest,SG,150.0,24.0,0.2682926829268293,0.036144578313253,0.0982142857142857,0.1171171171171171,0.417,0.0,0.0087719298245614,0.0,0.1047619047619047,0.1404494382022471,0.431,0.417,0.01,0.008130081300813,0.667,0.0392156862745098,0.1458333333333333,0.128,0.1588785046728972,0.0999999999999999,0.0333333333333333,0.1707317073170731,0.1399999999999999,0.0694864048338368,6.1,0.424,0.033,0.05,2.0,12.8,7.3,16.5,1.2,0.6,19.7,11.6,-0.2,0.2,-0.1,-0.011,-5.3,0.2,-5.1,-0.2,0.0957720158841392
Evan Fournier,SG,152.0,30.0,0.3170731707317073,0.0843373493975903,0.1875,0.2747747747747747,0.337,0.2653061224489796,0.3684210526315789,0.307,0.0761904761904762,0.1067415730337078,0.404,0.443,0.0699999999999999,0.065040650406504,0.857,0.0196078431372549,0.1770833333333333,0.144,0.1214953271028037,0.1999999999999999,0.0333333333333333,0.1951219512195122,0.3399999999999999,0.1842900302114803,6.9,0.471,0.687,0.127,1.0,10.8,5.9,10.6,1.7,0.6,11.2,18.4,-0.3,0.4,0.1,0.01,-4.0,0.0,-4.0,-0.2,0.1581739913905296
Wenyen Gabriel,C,155.0,25.0,0.8170731707317073,0.0240963855421686,0.2053571428571428,0.1711711711711711,0.596,0.0204081632653061,0.043859649122807,0.278,0.2,0.1853932584269662,0.647,0.615,0.08,0.097560975609756,0.619,0.3333333333333333,0.2604166666666667,0.336,0.0467289719626168,0.1333333333333333,0.1666666666666666,0.1707317073170731,0.42,0.1661631419939577,14.4,0.626,0.138,0.323,12.6,17.2,15.0,4.8,1.2,2.9,13.4,14.1,1.5,1.3,2.8,0.132,-2.3,0.1,-2.2,-0.1,0.3460806887576333
Usman Garuba,C,158.0,20.0,0.902439024390244,0.0120481927710843,0.0982142857142857,0.1081081081081081,0.486,0.0612244897959183,0.0701754385964912,0.407,0.0761904761904762,0.0898876404494382,0.525,0.554,0.04,0.048780487804878,0.617,0.3137254901960785,0.2604166666666667,0.3279999999999999,0.0841121495327102,0.1999999999999999,0.1333333333333333,0.1463414634146341,0.36,0.0906344410876132,12.9,0.569,0.333,0.266,13.4,21.4,17.4,8.8,2.2,2.9,19.2,10.5,0.9,0.9,1.8,0.091,-2.0,0.6,-1.4,0.2,0.3273267260653385
Luka Garza,C,159.0,24.0,0.3292682926829268,0.0,0.2053571428571428,0.1846846846846846,0.543,0.1020408163265306,0.1228070175438596,0.359,0.1714285714285714,0.1573033707865168,0.636,0.603,0.15,0.1544715447154471,0.788,0.2352941176470588,0.1145833333333333,0.184,0.0560747663551401,0.0333333333333333,0.0333333333333333,0.1219512195121951,0.3,0.1963746223564954,23.0,0.652,0.336,0.448,15.5,13.5,14.5,11.8,0.6,0.7,9.2,26.9,0.9,0.2,1.1,0.211,2.2,-2.6,-0.4,0.1,0.0833249908232389
Rudy Gay,PF,160.0,36.0,0.6707317073170732,0.0,0.1696428571428571,0.2297297297297297,0.38,0.1224489795918367,0.2017543859649122,0.254,0.1333333333333333,0.1573033707865168,0.484,0.437,0.08,0.073170731707317,0.857,0.1176470588235294,0.2395833333333333,0.2319999999999999,0.0934579439252336,0.0999999999999999,0.0999999999999999,0.1707317073170731,0.24,0.1570996978851963,9.0,0.475,0.453,0.171,4.4,17.0,10.8,9.4,1.1,1.9,10.7,17.7,-0.4,0.7,0.3,0.018,-3.6,-0.4,-4.0,-0.4,0.276504154570027
Taj Gibson,C,162.0,37.0,0.5853658536585366,0.0240963855421686,0.1160714285714285,0.1171171171171171,0.52,0.0408163265306122,0.043859649122807,0.333,0.1142857142857142,0.1179775280898876,0.564,0.552,0.06,0.073170731707317,0.714,0.1372549019607843,0.125,0.152,0.0654205607476635,0.0999999999999999,0.0666666666666666,0.1219512195121951,0.3399999999999999,0.1027190332326283,11.4,0.585,0.192,0.336,7.7,13.6,10.8,9.6,1.5,2.1,15.3,15.3,0.4,0.5,0.8,0.082,-3.6,0.5,-3.2,-0.1,0.1627790569626589
Anthony Gill,PF,165.0,30.0,0.7073170731707317,0.0963855421686747,0.1071428571428571,0.0990990990990991,0.538,0.0204081632653061,0.043859649122807,0.138,0.1047619047619047,0.095505617977528,0.65,0.553,0.08,0.089430894308943,0.731,0.1176470588235294,0.1145833333333333,0.136,0.0560747663551401,0.0333333333333333,0.0666666666666666,0.073170731707317,0.24,0.0996978851963746,11.1,0.604,0.22,0.508,6.9,10.6,8.8,7.2,0.5,1.6,8.5,12.3,1.0,0.4,1.3,0.101,-2.4,-0.9,-3.3,-0.2,0.2110988754296393
Jordan Goodwin,PG,168.0,24.0,0.7439024390243902,0.0843373493975903,0.2232142857142857,0.2567567567567568,0.448,0.1224489795918367,0.1666666666666666,0.322,0.1809523809523809,0.2134831460674157,0.511,0.501,0.09,0.089430894308943,0.768,0.1764705882352941,0.25,0.264,0.2523364485981308,0.3,0.1333333333333333,0.2195121951219512,0.3,0.1993957703927492,14.8,0.531,0.334,0.195,6.0,14.3,10.3,20.8,2.6,2.0,12.9,17.3,0.9,1.3,2.2,0.097,-0.7,1.4,0.7,0.8,0.3743451129575867
Eric Gordon,SG,170.0,34.0,0.548780487804878,0.46586345381526106,0.36904761904761907,0.41591591591591587,0.44933333333333336,0.39455782312925164,0.45029239766081863,0.38033333333333336,0.2063492063492063,0.22846441947565535,0.534,0.5573333333333333,0.19666666666666663,0.19241192411924116,0.826,0.0457516339869281,0.17361111111111108,0.152,0.2398753894080997,0.19999999999999987,0.1333333333333333,0.34959349593495936,0.24,0.36757301107754276,12.1,0.596,0.5640000000000001,0.25466666666666665,0.8666666666666667,6.7,3.7999999999999994,13.133333333333333,1.0999999999999999,1.2333333333333334,11.933333333333332,17.633333333333336,1.2,0.3333333333333333,1.5333333333333332,0.066,-0.3,-1.2,-1.5,0.06666666666666667,0.44577924605955443
