Player,Pos,Rk,Age,G,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MP,W/L%,SRS
Saddiq Bey,SF,47.0,22.0,1.0,1.0,0.4824561403508772,0.6376146788990825,0.396,0.5777777777777778,0.6324786324786326,0.346,0.3052631578947368,0.3497267759562841,0.454,0.489,0.2708333333333333,0.2627118644067796,0.827,0.2826086956521739,0.3727272727272727,0.3673469387755102,0.2592592592592592,0.36,0.0714285714285714,0.25,0.32,0.5261437908496732,14.0,0.529,0.537,0.224,4.1,14.1,8.8,13.8,1.3,0.5,7.1,21.3,2.4,1.6,4.0,0.071,0.9,-1.2,-0.3,1.2,0.9474158237494804,0.207,-7.73
Khem Birch,C,48.0,29.0,0.6666666666666666,0.3414634146341463,0.1578947368421052,0.1651376146788991,0.485,0.0,0.0256410256410256,0.0,0.1894736842105263,0.1857923497267759,0.522,0.485,0.1041666666666666,0.1101694915254237,0.746,0.4782608695652174,0.1909090909090909,0.2925170068027211,0.0925925925925925,0.2,0.1785714285714285,0.1041666666666666,0.38,0.1470588235294117,13.2,0.534,0.07,0.355,12.7,13.5,13.1,7.6,1.5,2.6,11.1,11.2,1.5,1.1,2.6,0.126,-1.7,0.4,-1.3,0.2,0.3488291533878342,0.5,1.59
Goga Bitadze,C,49.0,22.0,0.6049382716049383,0.1951219512195122,0.2280701754385964,0.2293577981651376,0.52,0.1111111111111111,0.1367521367521367,0.288,0.231578947368421,0.1857923497267759,0.628,0.565,0.1354166666666666,0.1610169491525423,0.681,0.3478260869565218,0.1818181818181818,0.2380952380952381,0.1018518518518518,0.16,0.2857142857142857,0.1875,0.42,0.2287581699346405,18.0,0.595,0.317,0.373,11.9,15.3,13.5,11.2,1.4,5.0,13.6,19.9,1.3,0.6,1.9,0.122,-0.2,-0.6,-0.8,0.2,0.2568934460302065,0.427,-2.91
Bismack Biyombo,C,50.0,29.0,0.4320987654320987,0.0365853658536585,0.2105263157894736,0.18348623853211,0.593,0.0,0.0,0.0,0.2526315789473684,0.2185792349726776,0.593,0.593,0.1145833333333333,0.1694915254237288,0.535,0.391304347826087,0.2636363636363636,0.3129251700680272,0.0555555555555555,0.12,0.25,0.1458333333333333,0.38,0.1895424836601307,17.3,0.596,0.0,0.49,13.7,21.5,17.7,6.2,1.1,4.6,12.4,17.1,0.9,0.9,1.8,0.17,-1.7,0.4,-1.3,0.1,0.179472079811556,0.549,2.08
Nemanja Bjelica,C,51.0,33.0,0.8641975308641975,0.0,0.2017543859649122,0.2201834862385321,0.468,0.1777777777777777,0.1794871794871795,0.362,0.1578947368421052,0.1475409836065573,0.549,0.547,0.0833333333333333,0.0932203389830508,0.728,0.1956521739130435,0.3,0.2789115646258503,0.2037037037037037,0.24,0.1428571428571428,0.25,0.36,0.1993464052287581,14.2,0.573,0.436,0.237,6.1,21.5,14.1,19.8,1.8,2.2,18.7,17.8,1.0,2.1,3.0,0.128,-0.9,2.3,1.4,1.0,0.4008244422890397,0.537,1.66
Eric Bledsoe,PG,52.0,32.0,0.654320987654321,0.3536585365853658,0.3157894736842105,0.3990825688073394,0.421,0.2,0.2564102564102564,0.313,0.2842105263157894,0.3060109289617486,0.479,0.475,0.1666666666666666,0.1864406779661017,0.761,0.108695652173913,0.2636363636363636,0.2312925170068027,0.3888888888888889,0.52,0.1428571428571428,0.4375,0.32,0.3235294117647059,12.5,0.514,0.348,0.25,2.2,11.6,7.1,24.1,2.5,1.2,18.3,20.5,-0.5,1.8,1.3,0.047,-2.1,1.3,-0.8,0.4,0.4794928640709436,0.537,0.31
Keljin Blevins,SF,53.0,26.0,0.3703703703703703,0.0121951219512195,0.0964912280701754,0.1651376146788991,0.306,0.1555555555555555,0.1965811965811965,0.292,0.0421052631578947,0.0710382513661202,0.333,0.401,0.0208333333333333,0.0338983050847457,0.545,0.108695652173913,0.0818181818181818,0.1020408163265306,0.0555555555555555,0.16,0.0,0.1041666666666666,0.18,0.1013071895424836,4.8,0.41,0.649,0.099,4.9,9.5,7.1,7.7,1.8,0.3,12.8,16.5,-0.6,0.1,-0.5,-0.066,-5.6,-2.9,-8.5,-0.6,0.1241166689760288,0.402,-3.96
Bogdan Bogdanović,SG,54.0,29.0,0.7654320987654321,0.3292682926829268,0.4736842105263158,0.5779816513761468,0.431,0.6000000000000001,0.6239316239316239,0.368,0.2842105263157894,0.2896174863387978,0.516,0.537,0.15625,0.1525423728813559,0.843,0.108695652173913,0.3181818181818182,0.272108843537415,0.287037037037037,0.44,0.0714285714285714,0.2291666666666666,0.42,0.4934640522875816,15.4,0.562,0.578,0.145,1.7,13.0,7.4,15.5,1.8,0.7,7.7,21.6,2.5,1.2,3.7,0.095,1.5,-0.2,1.3,1.5,0.6496120271580988,0.5,0.32
Bojan Bogdanović,PF,55.0,32.0,0.8395061728395061,0.8414634146341463,0.5350877192982456,0.6146788990825688,0.455,0.5777777777777778,0.5811965811965812,0.387,0.3684210526315789,0.366120218579235,0.524,0.552,0.3333333333333333,0.3220338983050847,0.858,0.1739130434782609,0.3090909090909091,0.2925170068027211,0.1574074074074073,0.2,0.0,0.3541666666666667,0.3399999999999999,0.5915032679738562,15.7,0.599,0.504,0.28,3.1,11.8,7.6,8.7,0.8,0.0,10.2,23.7,3.6,1.6,5.2,0.118,1.6,-1.6,0.0,1.1,0.748198697519745,0.451,-1.03
Bol Bol,PF,56.0,22.0,0.1604938271604938,0.0,0.0964912280701754,0.0871559633027522,0.556,0.0222222222222222,0.0256410256410256,0.25,0.1052631578947368,0.087431693989071,0.609,0.574,0.0104166666666666,0.0338983050847457,0.4,0.0652173913043478,0.1,0.0952380952380952,0.037037037037037,0.04,0.0357142857142857,0.0625,0.06,0.0784313725490196,13.5,0.565,0.148,0.185,5.7,21.4,13.8,9.1,0.6,2.2,12.0,18.0,0.0,0.1,0.1,0.065,-0.5,-0.4,-1.0,0.0,0.0293750866010807,0.646,3.04
Leandro Bolmaro,SF,57.0,21.0,0.419753086419753,0.024390243902439,0.043859649122807,0.0688073394495412,0.315,0.0222222222222222,0.0427350427350427,0.278,0.031578947368421,0.0546448087431694,0.333,0.361,0.03125,0.0338983050847457,0.846,0.108695652173913,0.0727272727272727,0.0816326530612245,0.0555555555555555,0.08,0.0,0.0833333333333333,0.1399999999999999,0.0457516339869281,5.4,0.419,0.333,0.241,6.9,12.3,9.6,11.0,1.2,0.0,17.9,12.6,-0.1,0.2,0.0,0.004,-5.1,-0.7,-5.8,-0.2,0.0851808230566717,0.512,-0.22
Isaac Bonga,SF,58.0,22.0,0.1728395061728395,0.0,0.0175438596491228,0.0412844036697247,0.231,0.0222222222222222,0.0256410256410256,0.25,0.0105263157894736,0.0327868852459016,0.222,0.269,0.03125,0.0423728813559322,0.625,0.0652173913043478,0.0181818181818181,0.0340136054421768,0.0277777777777777,0.2,0.0357142857142857,0.0208333333333333,0.1399999999999999,0.0261437908496732,8.7,0.363,0.308,0.615,6.0,5.0,5.5,7.3,5.8,2.8,10.8,11.5,-0.1,0.1,0.1,0.06,-5.4,5.0,-0.4,0.0,0.0248025495358182,0.5,1.59
Devin Booker,SG,59.0,25.0,0.8271604938271605,0.8292682926829268,0.850877192982456,0.9587155963302753,0.466,0.6000000000000001,0.5982905982905983,0.383,0.7368421052631579,0.7595628415300546,0.508,0.53,0.4791666666666666,0.4491525423728813,0.868,0.1521739130434782,0.4,0.3401360544217687,0.4444444444444444,0.44,0.1428571428571428,0.5,0.52,0.8758169934640523,21.3,0.576,0.336,0.255,2.1,13.2,7.8,22.4,1.6,1.0,9.3,32.0,4.3,3.3,7.6,0.156,3.9,0.2,4.1,3.6,0.8235762782319522,0.549,2.08
Brandon Boston Jr.,SG,60.0,20.0,0.6172839506172839,0.0,0.219298245614035,0.2935779816513761,0.385,0.1555555555555555,0.188034188034188,0.306,0.1894736842105263,0.2295081967213114,0.425,0.437,0.125,0.1186440677966101,0.819,0.0652173913043478,0.1636363636363636,0.1496598639455782,0.0925925925925925,0.2,0.1071428571428571,0.125,0.16,0.218954248366013,11.2,0.481,0.342,0.222,2.4,12.7,7.7,10.1,1.7,1.5,8.0,22.4,-0.5,0.9,0.4,0.026,-3.0,-0.4,-3.3,-0.3,0.2677359013440487,0.537,0.31
Chris Boucher,SF,61.0,29.0,0.9753086419753086,0.1097560975609756,0.2982456140350877,0.3302752293577982,0.464,0.2,0.2478632478632478,0.297,0.2631578947368421,0.2404371584699453,0.575,0.523,0.1979166666666666,0.2033898305084745,0.777,0.4782608695652174,0.3545454545454545,0.4217687074829932,0.0277777777777777,0.24,0.3214285714285714,0.1041666666666666,0.44,0.3071895424836601,17.9,0.57,0.397,0.334,10.9,21.3,15.8,2.2,1.4,4.3,6.0,17.8,3.5,2.4,6.0,0.169,0.5,-0.4,0.1,0.9,0.5920396286545655,0.5,1.59
James Bouknight,SG,62.0,21.0,0.3703703703703703,0.0,0.1403508771929824,0.2064220183486238,0.348,0.1111111111111111,0.1367521367521367,0.347,0.1052631578947368,0.1639344262295081,0.348,0.408,0.09375,0.0847457627118644,0.871,0.1521739130434782,0.0909090909090909,0.1156462585034013,0.074074074074074,0.08,0.0,0.1041666666666666,0.18,0.1503267973856209,10.1,0.459,0.348,0.22,7.6,10.6,9.1,11.9,1.1,0.3,8.8,23.7,-0.1,0.1,0.0,0.001,-3.4,-3.7,-7.1,-0.4,0.108008867950672,0.329,-5.89
Avery Bradley,SG,63.0,31.0,0.7530864197530864,0.5487804878048781,0.2105263157894736,0.2568807339449541,0.423,0.2888888888888889,0.2905982905982906,0.39,0.1157894736842105,0.1256830601092896,0.471,0.54,0.03125,0.0254237288135593,0.889,0.108695652173913,0.1545454545454545,0.1496598639455782,0.074074074074074,0.36,0.0357142857142857,0.125,0.38,0.2091503267973856,7.8,0.55,0.6,0.051,2.4,8.0,5.2,4.5,1.8,0.6,9.6,12.1,0.3,0.9,1.2,0.04,-3.5,-0.1,-3.6,-0.6,0.4942150478037966,0.524,0.43
Tony Bradley,C,64.0,24.0,0.6666666666666666,0.0853658536585365,0.1140350877192982,0.1009174311926605,0.585,0.0,0.0,0.0,0.1368421052631579,0.1202185792349726,0.585,0.585,0.03125,0.0423728813559322,0.655,0.2608695652173913,0.2,0.2312925170068027,0.0462962962962962,0.08,0.2142857142857143,0.125,0.22,0.0980392156862745,14.9,0.6,0.0,0.236,13.8,24.3,19.1,6.7,0.9,5.2,20.0,13.6,0.6,0.7,1.3,0.112,-2.0,0.2,-1.8,0.0,0.1929472079811555,0.488,1.37
Ignas Brazdeikis,SF,65.0,23.0,0.5061728395061729,0.0121951219512195,0.1666666666666666,0.2064220183486238,0.431,0.1333333333333333,0.1794871794871795,0.31,0.1368421052631579,0.1311475409836065,0.535,0.503,0.0520833333333333,0.0677966101694915,0.656,0.108695652173913,0.109090909090909,0.1156462585034013,0.0833333333333333,0.08,0.0357142857142857,0.0833333333333333,0.22,0.1633986928104575,10.2,0.52,0.463,0.17,4.5,9.7,7.1,10.7,0.9,0.5,7.8,17.7,0.2,0.3,0.5,0.041,-2.7,-1.6,-4.3,-0.3,0.1894138838852708,0.415,-2.39
Mikal Bridges,SF,66.0,25.0,1.0,1.0,0.4912280701754385,0.481651376146789,0.534,0.3111111111111111,0.3247863247863248,0.369,0.4421052631578948,0.366120218579235,0.628,0.601,0.1666666666666666,0.1610169491525423,0.834,0.1956521739130435,0.3,0.2857142857142857,0.2129629629629629,0.48,0.1428571428571428,0.1666666666666666,0.36,0.4640522875816993,14.4,0.627,0.364,0.183,2.9,10.0,6.5,8.7,1.6,1.1,6.8,15.0,5.2,3.7,8.9,0.15,0.5,1.1,1.6,2.6,1.0,0.549,2.08
Miles Bridges,PF,67.0,23.0,0.9753086419753086,0.975609756097561,0.6578947368421052,0.6972477064220183,0.491,0.4222222222222222,0.4957264957264957,0.331,0.5789473684210527,0.5136612021857924,0.59,0.554,0.34375,0.3559322033898305,0.802,0.2391304347826087,0.5363636363636364,0.4761904761904762,0.3518518518518518,0.36,0.2857142857142857,0.3958333333333333,0.48,0.6601307189542484,17.9,0.593,0.383,0.274,3.3,17.8,10.4,15.7,1.3,2.2,9.9,22.6,5.0,2.3,7.2,0.123,1.8,-0.3,1.5,2.5,0.9943536095330467,0.329,-5.89
Oshae Brissett,SF,68.0,23.0,0.8148148148148148,0.3048780487804878,0.2719298245614035,0.3486238532110091,0.411,0.2666666666666666,0.2991452991452991,0.35,0.1999999999999999,0.2185792349726776,0.465,0.493,0.1770833333333333,0.2033898305084745,0.695,0.3478260869565218,0.3363636363636363,0.3605442176870748,0.1018518518518518,0.2799999999999999,0.1428571428571428,0.1666666666666666,0.3399999999999999,0.2973856209150327,12.9,0.53,0.468,0.324,7.6,18.1,12.8,6.4,1.4,1.6,8.5,17.3,1.4,0.9,2.2,0.069,-0.5,-1.7,-2.2,-0.1,0.5491547734515726,0.427,-2.91
Malcolm Brogdon,PG,69.0,29.0,0.4320987654320987,0.4390243902439024,0.5964912280701754,0.6926605504587156,0.448,0.3555555555555555,0.4444444444444445,0.312,0.5368421052631579,0.5409836065573771,0.518,0.501,0.4166666666666667,0.3898305084745762,0.856,0.1956521739130435,0.3818181818181818,0.3469387755102041,0.5462962962962963,0.32,0.1428571428571428,0.4375,0.4,0.6241830065359477,18.0,0.557,0.343,0.308,3.0,14.3,8.6,26.9,1.2,1.0,11.1,24.6,2.2,0.4,2.7,0.106,2.8,-0.5,2.3,1.3,0.4286753498683663,0.427,-2.91
Armoni Brooks,PG,70.0,23.0,0.1481481481481481,0.0365853658536585,0.0701754385964912,0.1330275229357798,0.289,0.1777777777777777,0.2393162393162393,0.278,0.0105263157894736,0.0109289617486338,0.5,0.421,0.0208333333333333,0.0169491525423728,1.0,0.1304347826086956,0.1,0.1156462585034013,0.0925925925925925,0.2,0.0714285714285714,0.0625,0.22,0.0849673202614379,8.6,0.437,0.947,0.053,5.3,10.4,7.7,11.0,2.3,1.9,9.3,11.9,0.0,0.2,0.2,0.067,-2.8,1.2,-1.6,0.0,0.056741028128031,0.5,1.59
Armoni Brooks,SG,70.0,23.0,0.4938271604938271,0.0975609756097561,0.1842105263157894,0.2798165137614679,0.347,0.3555555555555555,0.4444444444444445,0.3,0.0631578947368421,0.0491803278688524,0.605,0.474,0.0416666666666666,0.0423728813559322,0.842,0.0652173913043478,0.1545454545454545,0.1360544217687075,0.1111111111111111,0.2,0.0714285714285714,0.125,0.3,0.2026143790849673,8.4,0.49,0.849,0.076,1.9,11.1,6.4,10.3,1.4,1.0,8.1,17.4,-0.2,0.2,0.0,0.002,-2.6,-1.8,-4.4,-0.4,0.2441457669391713,0.268,-7.62
Dillon Brooks,SF,71.0,26.0,0.382716049382716,0.3780487804878049,0.6228070175438596,0.7522935779816513,0.432,0.3111111111111111,0.4017094017094017,0.309,0.6,0.644808743169399,0.48,0.475,0.2916666666666667,0.2796610169491525,0.849,0.1956521739130435,0.209090909090909,0.217687074829932,0.2592592592592592,0.44,0.1071428571428571,0.3333333333333333,0.6599999999999999,0.6013071895424836,15.5,0.515,0.283,0.202,3.4,8.8,6.0,15.4,1.9,0.8,8.0,28.8,0.7,0.9,1.6,0.087,-1.0,-0.8,-1.8,0.0,0.315470417070805,0.622,3.6
Bruce Brown,SF,72.0,25.0,0.8765432098765432,0.5487804878048781,0.3157894736842105,0.3211009174311926,0.506,0.1111111111111111,0.1111111111111111,0.404,0.3157894736842105,0.3114754098360656,0.529,0.543,0.1354166666666666,0.1525423728813559,0.758,0.3043478260869565,0.3090909090909091,0.326530612244898,0.1944444444444444,0.44,0.25,0.1666666666666666,0.48,0.2941176470588235,15.0,0.575,0.186,0.253,6.3,14.7,10.6,11.5,2.1,2.6,9.1,15.0,2.8,2.0,4.8,0.13,-0.4,1.1,0.7,1.2,0.6223500069280864,0.549,1.03
Charlie Brown Jr.,SG,73.0,24.0,0.12345679012345676,0.0121951219512195,0.0350877192982456,0.0802752293577981,0.2325,0.0111111111111111,0.06410256410256406,0.0555,0.03684210526315785,0.05464480874316935,0.41000000000000003,0.23950000000000002,0.02604166666666665,0.0211864406779661,0.45,0.0760869565217391,0.0545454545454545,0.06462585034013604,0.0277777777777777,0.21999999999999997,0.08928571428571425,0.03125,0.14999999999999997,0.035947712418300595,5.85,0.2825,0.4325,0.147,4.9,9.45,7.199999999999999,6.5,4.6,3.85,5.75,13.5,-0.1,0.1,0.05,-0.016,-6.35,2.5,-3.8,-0.05,0.03230220313149505,0.561,2.115
Chaundee Brown Jr.,SF,74.0,23.0,0.0123456790123456,0.0,0.043859649122807,0.1605504587155963,0.143,0.0,0.1282051282051282,0.0,0.0526315789473684,0.1092896174863388,0.25,0.143,0.0,0.0,0.0,0.0,0.0909090909090909,0.0680272108843537,0.0,0.0,0.0,0.1041666666666666,0.0,0.0326797385620915,-8.7,0.143,0.429,0.0,0.0,10.2,5.1,0.0,0.0,0.0,12.5,16.4,-0.1,0.0,-0.1,-0.306,-11.6,-5.0,-16.6,-0.1,0.0102189275322156,0.524,0.43
Chaundee Brown Jr.,SG,74.0,23.0,0.0246913580246913,0.024390243902439,0.2631578947368421,0.3807339449541284,0.36,0.4444444444444444,0.4273504273504274,0.4,0.1052631578947368,0.180327868852459,0.3,0.48,0.1770833333333333,0.1694915254237288,0.833,0.0652173913043478,0.3909090909090909,0.3197278911564626,0.1203703703703703,0.2799999999999999,0.0,0.0,0.4599999999999999,0.3169934640522875,10.3,0.525,0.6,0.24,1.3,17.0,9.2,6.4,1.2,0.0,0.0,14.6,0.1,0.0,0.1,0.08,-2.4,-1.7,-4.1,0.0,0.037654149923791,0.5,0.32
Greg Brown III,SF,75.0,20.0,0.5802469135802469,0.073170731707317,0.1491228070175438,0.18348623853211,0.426,0.0888888888888888,0.1111111111111111,0.311,0.1368421052631579,0.1475409836065573,0.481,0.476,0.09375,0.1186440677966101,0.677,0.1739130434782609,0.1818181818181818,0.1904761904761904,0.0648148148148148,0.2,0.1785714285714285,0.1666666666666666,0.38,0.15359477124183,11.0,0.515,0.321,0.342,6.3,17.3,11.6,8.1,2.0,3.7,14.1,17.2,-0.1,0.5,0.4,0.029,-4.0,-0.7,-4.7,-0.4,0.2256131356519329,0.402,-3.96
Jaylen Brown,SF,76.0,25.0,0.8024691358024691,0.8048780487804879,0.763157894736842,0.8440366972477064,0.473,0.5555555555555556,0.5982905982905983,0.358,0.6526315789473685,0.6229508196721312,0.544,0.541,0.3854166666666667,0.4067796610169491,0.758,0.1739130434782609,0.4818181818181818,0.4149659863945578,0.324074074074074,0.44,0.1071428571428571,0.5625000000000001,0.5,0.7712418300653595,18.9,0.574,0.381,0.261,2.6,16.7,9.8,17.9,1.6,0.7,11.6,30.5,2.3,3.4,5.8,0.124,1.9,0.1,2.1,2.2,0.7799639739503949,0.695,6.38
Moses Brown,C,77.0,22.0,0.23456790123456783,0.0365853658536585,0.1578947368421052,0.1376146788990825,0.589,0.0,0.0,0.0,0.1894736842105263,0.16393442622950816,0.589,0.589,0.10937499999999994,0.1610169491525423,0.5900000000000001,0.2391304347826087,0.24090909090909085,0.25850340136054417,0.0,0.08,0.1428571428571428,0.09374999999999994,0.29,0.1552287581699346,18.45,0.612,0.0,0.6799999999999999,12.65,30.5,21.65,0.45,1.0,4.15,12.35,20.700000000000003,0.25,0.3,0.6000000000000001,0.159,-2.45,-0.95,-3.3499999999999996,-0.05,0.0623700983788277,0.5425,2.5450000000000004
Sterling Brown,SG,78.0,26.0,0.5925925925925926,0.0365853658536585,0.1052631578947368,0.146788990825688,0.381,0.1333333333333333,0.1623931623931624,0.304,0.0631578947368421,0.0710382513661202,0.492,0.471,0.03125,0.0254237288135593,0.933,0.108695652173913,0.2272727272727272,0.2040816326530612,0.0648148148148148,0.12,0.0357142857142857,0.1041666666666666,0.22,0.1078431372549019,8.4,0.495,0.594,0.097,4.6,21.8,13.2,7.5,1.1,1.0,12.5,13.2,-0.1,0.9,0.8,0.061,-3.4,0.5,-2.9,-0.1,0.2212830816128585,0.463,-0.14
Troy Brown Jr.,SF,79.0,22.0,0.8024691358024691,0.0853658536585365,0.1403508771929824,0.1788990825688073,0.419,0.1555555555555555,0.1709401709401709,0.353,0.0947368421052631,0.1038251366120218,0.488,0.51,0.03125,0.0338983050847457,0.769,0.1304347826086956,0.2272727272727272,0.2108843537414966,0.0925925925925925,0.2,0.0357142857142857,0.0833333333333333,0.18,0.1405228758169934,10.1,0.525,0.516,0.101,4.2,17.4,10.8,8.2,1.7,0.4,8.8,12.3,0.5,0.9,1.4,0.065,-1.7,-0.2,-1.8,0.1,0.3703062214216433,0.488,1.37
Jalen Brunson,SG,80.0,25.0,0.9629629629629628,0.7439024390243902,0.5614035087719298,0.5871559633027523,0.502,0.2666666666666666,0.2735042735042735,0.373,0.5473684210526316,0.5245901639344261,0.545,0.549,0.2395833333333333,0.2288135593220339,0.84,0.108695652173913,0.3090909090909091,0.2653061224489796,0.4444444444444444,0.32,0.0,0.3333333333333333,0.38,0.5326797385620915,17.1,0.583,0.25,0.211,1.9,11.7,6.8,24.3,1.3,0.1,10.1,21.9,4.9,2.7,7.5,0.143,0.9,0.0,0.9,1.9,0.8846820008313704,0.463,-0.14
Thomas Bryant,C,81.0,24.0,0.3209876543209876,0.1097560975609756,0.2543859649122806,0.2522935779816513,0.52,0.0888888888888888,0.1367521367521367,0.286,0.2526315789473684,0.2131147540983606,0.613,0.561,0.1354166666666666,0.1271186440677966,0.875,0.2173913043478261,0.2727272727272727,0.272108843537415,0.0833333333333333,0.08,0.2857142857142857,0.1458333333333333,0.32,0.2418300653594771,16.6,0.607,0.284,0.27,6.7,20.4,13.6,7.9,0.7,4.1,10.3,18.7,0.7,0.4,1.1,0.118,-0.4,-0.7,-1.0,0.1,0.1570250796729943,0.427,-1.06
Shaq Buchanan,SG,82.0,25.0,0.0123456790123456,0.0,0.043859649122807,0.091743119266055,0.25,0.0,0.0854700854700854,0.0,0.0526315789473684,0.0546448087431694,0.5,0.25,0.0,0.0,0.0,0.108695652173913,0.0454545454545454,0.0680272108843537,0.0925925925925925,0.2,0.0,0.2083333333333333,0.1,0.0326797385620915,0.6,0.25,0.5,0.0,10.2,10.7,10.5,24.9,4.8,0.0,33.3,24.6,-0.1,0.0,0.0,-0.23,-11.0,0.3,-10.7,0.0,0.0045032562006373,0.622,3.6
Reggie Bullock,SF,83.0,30.0,0.8271604938271605,0.4512195121951219,0.2631578947368421,0.3394495412844037,0.401,0.4666666666666667,0.4957264957264957,0.36,0.0947368421052631,0.087431693989071,0.55,0.542,0.0625,0.059322033898305,0.833,0.108695652173913,0.2818181818181818,0.2380952380952381,0.1111111111111111,0.24,0.0714285714285714,0.125,0.32,0.2810457516339869,9.2,0.558,0.782,0.096,1.9,12.2,7.0,6.1,1.1,0.7,7.1,13.3,1.2,2.0,3.2,0.08,-1.4,0.0,-1.4,0.3,0.6678675349868366,0.463,-0.14
Trey Burke,PG,84.0,29.0,0.5061728395061729,0.0,0.175438596491228,0.2339449541284403,0.391,0.1333333333333333,0.1709401709401709,0.317,0.1473684210526315,0.174863387978142,0.436,0.451,0.0520833333333333,0.0423728813559322,0.87,0.0217391304347826,0.0636363636363636,0.054421768707483,0.1296296296296296,0.12,0.0,0.125,0.18,0.1666666666666666,10.0,0.475,0.381,0.107,1.0,7.3,4.2,20.7,1.4,0.0,10.4,25.6,-0.4,0.4,0.0,0.003,-3.6,-1.4,-5.0,-0.3,0.1557087432451157,0.463,-0.14
Alec Burks,SG,85.0,30.0,0.9876543209876544,0.5365853658536586,0.3070175438596491,0.4128440366972477,0.391,0.4222222222222222,0.4102564102564102,0.404,0.1684210526315789,0.2295081967213114,0.378,0.499,0.28125,0.2796610169491525,0.822,0.1304347826086956,0.3909090909090909,0.3333333333333333,0.2777777777777777,0.4,0.1071428571428571,0.2291666666666666,0.54,0.3823529411764705,13.7,0.559,0.534,0.363,2.1,16.6,9.2,15.7,1.8,1.1,9.7,17.7,3.2,2.9,6.1,0.126,-0.4,1.2,0.8,1.7,0.8121795760011085,0.573,2.99
Jared Butler,SG,86.0,21.0,0.5061728395061729,0.0121951219512195,0.131578947368421,0.1651376146788991,0.404,0.1555555555555555,0.1794871794871795,0.318,0.0842105263157894,0.081967213114754,0.524,0.497,0.03125,0.0338983050847457,0.688,0.0217391304347826,0.0909090909090909,0.0748299319727891,0.1388888888888888,0.16,0.0714285714285714,0.1666666666666666,0.22,0.1241830065359477,12.1,0.509,0.583,0.106,1.6,11.8,6.8,26.0,2.3,2.0,17.3,23.1,0.0,0.5,0.4,0.057,-2.3,0.7,-1.6,0.0,0.1269918248579742,0.451,-1.03
Jimmy Butler,SF,87.0,32.0,0.691358024691358,0.6951219512195121,0.6140350877192983,0.6651376146788991,0.48,0.1111111111111111,0.1709401709401709,0.233,0.6842105263157895,0.6830601092896175,0.52,0.496,0.7187500000000001,0.6779661016949152,0.87,0.391304347826087,0.3727272727272727,0.4013605442176871,0.5092592592592592,0.64,0.1785714285714285,0.4375,0.3,0.6993464052287581,23.6,0.592,0.14,0.549,6.1,13.5,9.9,26.4,2.4,1.5,10.5,26.5,6.2,2.9,9.2,0.228,4.5,1.9,6.3,4.0,0.6799570458639324,0.537,-0.13
Devontae Cacok,PF,88.0,25.0,0.1728395061728395,0.0,0.1228070175438596,0.0963302752293578,0.677,0.0,0.0,0.0,0.1473684210526315,0.1147540983606557,0.677,0.677,0.03125,0.0423728813559322,0.571,0.108695652173913,0.209090909090909,0.1904761904761904,0.037037037037037,0.2,0.1785714285714285,0.0416666666666666,0.22,0.1013071895424836,20.2,0.675,0.0,0.226,6.9,29.7,18.2,6.9,3.2,4.9,8.1,12.9,0.3,0.3,0.5,0.206,0.7,3.5,4.2,0.2,0.0440279894693085,0.268,-9.82
Kentavious Caldwell-Pope,SG,89.0,28.0,0.9382716049382716,0.9390243902439024,0.4122807017543859,0.4954128440366973,0.435,0.4666666666666667,0.452991452991453,0.39,0.2736842105263158,0.3005464480874317,0.48,0.531,0.1875,0.1694915254237288,0.89,0.108695652173913,0.2636363636363636,0.2312925170068027,0.1759259259259259,0.44,0.1071428571428571,0.2708333333333333,0.36,0.4313725490196078,12.6,0.568,0.492,0.186,2.0,10.3,6.2,9.1,1.8,0.9,9.8,19.0,1.4,1.4,2.8,0.058,-0.9,-0.6,-1.5,0.3,0.8165442704724953,0.427,-1.06
